66,94,3,3
66,94,3,6
66,94,4,10
66,94,2,12
66,94,4,16
66,94,2,18
66,94,3,21
66,94,4,25
66,94,4,29
66,94,2,31
66,94,4,35
66,94,2,37
66,94,4,41
66,94,2,43
66,94,5,48
66,94,4,52
66,94,3,55
66,94,3,58
66,94,3,61
66,94,4,65
66,94,6,71
66,94,5,76
66,94,4,80
66,94,2,82
66,94,6,88
66,94,3,91
66,94,4,95
66,94,4,99
66,94,3,102
66,94,6,108
66,94,3,111
66,94,3,114
66,94,4,118
66,94,2,120
66,94,5,125
66,94,3,128
66,94,3,131
66,94,3,134
66,94,4,138
66,94,2,140
66,94,4,144
66,94,3,147
66,94,4,151
66,94,3,154
66,94,4,158
66,94,2,160
66,94,4,164
66,94,3,167
66,94,3,170
66,94,5,175
66,94,3,178
66,94,4,182
66,94,3,185
66,94,5,190
66,94,2,192
66,94,4,196
66,94,4,200
66,94,6,206
66,94,3,209
66,94,2,211
66,94,3,214
66,94,2,216
66,94,3,219
66,94,3,222
66,94,3,225
66,94,3,228
66,94,4,232
66,94,3,235
66,94,4,239
66,94,3,242
66,94,4,246
66,94,2,248
66,94,4,252
66,94,2,254
66,94,3,257
66,94,4,261
66,94,4,265
66,94,2,267
66,94,5,272
66,94,3,275
66,94,3,278
66,94,3,281
66,94,3,284
66,94,3,287
66,94,4,291
66,94,3,294
66,94,13,307
66,94,5,312
66,94,2,314
66,94,4,318
66,94,3,321
66,94,3,324
66,94,4,328
66,94,3,331
66,94,3,334
66,94,3,337
66,94,3,340
66,94,3,343
66,94,2,345
66,94,4,349
66,94,3,352
66,94,3,355
66,94,3,358
66,94,5,363
66,94,2,365
66,94,4,369
66,94,3,372
66,94,3,375
66,94,2,377
66,94,5,382
66,94,4,386
66,94,5,391
66,94,4,395
66,94,4,399
66,94,3,402
66,94,4,406
66,94,3,409
66,94,2,411
66,94,3,414
66,94,2,416
66,94,3,419
66,94,3,422
66,94,2,424
66,94,5,429
66,94,2,431
66,94,3,434
66,94,4,438
66,94,3,441
66,94,3,444
